ID,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37,cv_38,cv_39,cv_40,cv_41,cv_42,cv_43,cv_44,cv_45,cv_46,cv_47,cv_48,cv_49,cv_50,cv_51,cv_52,cv_53,cv_54,cv_55,cv_56,cv_57,cv_58,cv_59,cv_60,cv_61,cv_62,cv_63,cv_64,cv_65,cv_66,cv_67,cv_68,cv_69,cv_70,cv_71,cv_72,cv_73,cv_74,cv_75,cv_76,cv_77,cv_78,cv_79,cv_80,cv_81,cv_82,cv_83,cv_84,cv_85,cv_86,cv_87,cv_88,cv_89,cv_90,cv_91,cv_92,cv_93,cv_94,cv_95,cv_96,cv_97,cv_98,cv_99,cv_100
329,4,4,3,4,2,1,5,4,2,5,5,2,3,5,4,5,3,4,4,3,5,1,3,2,4,3,2,4,3,1,3,1,3,1,1,4,3,1,3,5,4,3,3,4,4,1,3,5,1,1,3,4,5,5,3,1,3,3,3,5,3,5,2,4,4,3,4,3,3,3,2,4,1,2,4,2,5,4,5,5,5,2,2,5,1,1,1,2,2,4,1,3,1,3,4,5,1,5,2,4
330,5,5,3,5,1,3,2,1,2,1,4,5,2,3,3,1,2,2,5,5,5,1,1,1,5,4,4,5,2,2,4,3,3,2,1,2,1,2,4,5,1,2,4,5,2,5,3,1,2,2,5,4,5,1,4,4,3,3,3,4,5,1,5,3,5,4,5,2,3,3,1,3,5,2,4,2,3,2,1,3,3,3,3,3,2,2,3,2,4,4,5,5,5,5,2,5,2,2,3,1
331,1,5,1,3,5,2,3,3,3,4,2,2,3,1,3,1,5,2,3,1,2,4,2,3,1,2,4,4,4,1,1,2,2,3,2,2,3,3,1,3,4,1,4,4,2,3,5,3,1,4,1,3,4,3,1,2,5,5,3,2,4,1,1,2,2,5,3,3,4,2,1,1,5,3,5,3,3,2,2,2,4,1,4,5,4,2,5,3,5,5,5,1,2,3,5,4,5,2,2,4
332,5,1,5,2,1,5,1,1,2,5,5,1,4,2,1,4,3,1,4,3,2,4,2,4,5,5,5,1,3,3,3,4,2,3,3,5,5,1,5,4,5,3,5,1,5,4,3,2,1,5,3,5,3,1,2,1,2,1,2,4,1,4,3,1,2,2,5,4,1,1,2,5,5,5,2,5,4,3,3,1,4,4,5,3,2,4,2,2,1,3,3,4,2,3,1,1,5,1,2,3
333,4,2,3,5,1,3,5,1,3,4,1,2,5,4,3,2,5,3,4,1,3,3,5,3,4,2,4,3,4,2,3,5,1,3,5,1,3,2,4,4,3,2,5,4,4,3,5,5,4,3,3,5,4,1,5,4,1,4,2,3,1,2,3,3,4,3,1,3,1,2,5,3,2,3,4,5,2,5,5,5,5,2,4,5,2,4,5,1,3,4,4,5,1,3,1,3,5,2,1,3
334,3,4,5,1,4,4,1,5,5,3,3,5,3,4,1,2,3,4,5,3,2,5,3,1,2,3,4,3,3,1,5,2,1,4,2,2,4,2,1,1,4,4,3,3,5,1,2,1,2,3,1,4,3,3,2,5,4,1,1,5,4,5,1,1,1,4,4,1,1,1,4,3,2,3,1,3,5,3,4,5,1,5,5,4,4,1,5,4,2,5,3,1,2,5,4,1,5,4,1,5
335,3,3,1,5,4,2,4,3,1,3,1,2,3,2,1,3,1,5,5,3,3,1,5,3,1,1,4,2,4,1,5,3,2,3,3,5,2,4,5,3,2,1,2,5,4,4,3,3,2,1,2,1,5,5,3,1,5,5,1,3,5,3,1,3,1,2,4,3,2,3,1,1,4,1,4,2,2,2,4,1,5,5,3,2,4,1,1,3,4,3,2,3,4,3,1,2,2,5,5,4
336,5,4,4,3,2,4,5,5,3,1,3,2,3,2,5,1,2,4,2,5,5,1,4,3,1,4,2,1,2,1,5,3,2,1,2,2,4,2,1,5,1,1,4,5,4,3,4,5,5,4,2,3,5,3,1,1,3,3,2,5,1,5,5,1,5,4,1,5,5,3,3,3,4,3,4,1,5,2,2,4,1,1,4,3,1,1,3,4,2,4,3,1,4,4,2,5,1,2,1,5
337,3,3,5,5,1,4,5,3,4,4,2,4,2,1,3,5,1,4,2,1,1,3,1,2,2,4,5,1,5,2,2,1,5,3,5,1,4,1,2,1,5,5,4,5,3,4,5,5,5,5,2,1,5,3,2,1,5,4,1,1,4,5,2,1,3,4,4,4,2,1,2,1,5,2,3,2,4,3,1,1,2,1,3,2,2,4,2,4,3,5,2,3,5,4,1,2,1,2,3,1
338,4,2,3,3,3,2,1,1,3,3,4,5,5,4,2,3,5,5,5,5,1,4,1,3,1,4,1,5,5,3,5,1,3,2,2,5,1,1,3,4,4,4,5,4,5,1,3,3,4,5,1,2,5,5,4,1,5,3,2,5,5,5,2,1,1,1,5,1,1,4,1,4,4,1,2,2,5,5,3,1,4,5,1,2,4,1,3,3,3,4,1,5,4,2,5,4,5,1,2,1
339,2,4,5,5,3,2,5,3,1,1,4,3,5,3,3,4,1,2,4,4,4,5,5,1,2,4,4,3,1,5,1,1,2,3,5,4,1,3,4,5,1,1,5,2,5,4,4,3,3,4,1,1,4,1,1,1,2,2,1,4,5,2,1,3,2,2,4,5,3,1,2,5,2,5,3,3,4,1,5,1,5,3,4,3,3,5,1,2,1,4,5,2,5,2,4,2,3,5,1,1
340,4,3,4,2,2,5,2,5,1,5,3,3,4,4,1,1,1,4,4,4,5,3,1,1,4,2,2,5,3,1,1,2,5,4,2,2,4,1,3,1,1,3,3,2,5,2,1,2,1,3,1,2,2,3,1,5,5,1,2,2,1,5,5,2,5,2,4,5,2,4,1,5,2,4,3,3,3,5,1,4,2,3,4,1,2,1,5,5,5,4,5,4,2,4,5,2,4,5,4,5
341,1,3,5,2,3,3,3,5,5,1,1,1,1,5,4,1,3,4,4,2,2,2,5,3,5,4,3,5,2,4,1,4,1,4,5,3,2,2,3,5,1,5,1,2,1,5,4,4,5,5,1,1,2,5,5,4,5,3,5,1,5,2,1,4,1,1,3,3,3,2,5,5,5,1,5,2,4,2,2,5,1,1,1,1,2,5,5,1,1,3,5,5,1,5,2,4,4,2,4,4
342,2,2,5,1,1,3,3,2,4,2,1,3,3,3,2,5,1,4,5,1,5,4,5,2,4,4,5,4,5,4,1,3,1,4,5,1,4,5,2,4,5,3,2,5,1,2,4,3,3,2,4,1,1,1,2,1,3,4,2,1,4,3,3,1,3,3,3,4,5,1,4,1,1,3,5,4,1,5,2,2,1,3,4,3,2,3,3,2,4,4,1,3,3,3,2,1,4,4,3,4
343,5,5,4,4,3,5,1,4,1,2,2,2,4,2,4,1,1,4,2,3,2,1,2,1,3,3,3,5,5,4,3,1,4,5,5,4,3,5,3,4,1,1,1,2,1,3,3,5,5,4,2,2,2,1,2,4,1,2,1,3,5,3,2,3,4,1,2,2,4,1,2,1,1,1,2,5,3,3,4,1,2,3,2,3,1,3,3,3,1,2,1,1,3,2,2,5,5,2,5,4
344,4,2,1,3,1,3,4,2,1,5,1,3,1,3,3,2,1,4,3,4,2,4,5,2,1,5,2,5,1,5,5,3,3,1,5,1,3,1,2,3,1,1,5,5,4,2,1,3,5,3,3,1,1,4,5,4,3,4,3,4,4,3,2,2,2,2,1,5,5,1,4,2,5,5,4,1,5,2,1,5,1,1,1,4,1,3,2,1,4,1,2,5,1,1,3,4,4,1,4,5
345,1,4,5,3,2,5,5,1,5,2,3,5,2,4,5,5,4,5,1,1,5,3,3,4,4,5,1,1,5,3,4,4,1,3,3,4,1,1,5,2,2,1,3,2,1,2,2,2,5,4,2,4,5,5,5,3,4,1,2,5,5,4,4,4,3,3,2,1,1,3,1,3,3,3,3,3,2,3,4,1,4,1,1,4,5,1,2,4,3,3,4,5,5,3,2,2,4,2,4,1
346,4,1,2,3,2,4,5,1,1,4,2,1,3,3,4,1,2,4,3,4,3,2,2,5,1,5,2,2,5,5,1,2,1,4,1,5,3,4,1,3,3,2,2,4,2,3,3,5,4,1,4,3,4,4,3,4,5,5,3,1,4,3,3,1,5,2,4,5,1,3,3,4,5,3,4,4,4,1,2,1,5,5,2,4,3,5,1,1,4,4,4,5,3,3,4,5,1,4,5,5
347,4,1,1,4,1,3,2,4,1,3,3,2,3,5,2,3,3,3,5,5,3,4,1,2,2,1,3,2,1,1,1,2,5,3,5,1,2,4,3,3,5,2,3,4,1,3,2,2,1,3,4,4,2,3,5,2,2,3,3,4,4,4,4,5,3,5,5,2,2,4,3,4,3,5,4,1,3,1,5,3,1,2,1,4,4,3,5,3,5,3,2,1,1,1,3,1,5,5,1,3
348,4,3,3,4,1,4,3,1,4,4,3,1,1,2,3,1,1,2,4,4,4,4,4,4,5,5,2,1,3,1,3,5,1,4,4,4,3,4,4,2,1,3,1,3,3,1,2,4,3,4,2,1,3,3,3,4,5,1,5,5,2,4,3,3,2,3,5,4,2,1,4,1,1,5,1,1,1,1,2,2,4,5,1,2,4,1,5,2,2,5,4,1,5,3,1,2,2,3,1,4
349,2,1,4,3,5,3,5,3,4,4,3,4,2,4,2,2,5,3,3,1,1,1,2,2,4,2,5,4,5,2,4,4,3,1,5,3,1,2,4,2,4,2,4,4,4,5,1,2,4,2,4,1,2,3,5,5,5,4,3,4,2,4,3,3,2,1,1,3,3,3,5,5,2,1,5,4,2,3,4,1,3,4,5,1,3,4,3,5,5,2,1,4,4,4,2,3,2,4,5,1
350,2,1,2,2,5,2,3,2,4,2,3,4,4,3,4,3,4,3,1,3,5,5,2,1,1,1,3,4,2,4,2,3,5,1,5,3,3,3,5,2,3,3,1,4,5,1,2,3,1,3,5,1,1,1,4,4,4,2,3,3,1,2,2,2,2,5,4,3,3,5,4,5,2,4,1,3,1,2,1,1,1,4,1,4,1,5,5,1,1,4,3,1,4,2,2,1,3,3,5,3
351,4,1,3,1,5,5,3,1,4,3,5,2,3,5,1,3,3,5,5,4,1,2,3,1,3,4,4,2,4,4,5,3,1,4,5,5,2,3,2,5,1,1,5,4,2,3,5,3,2,1,1,5,2,5,5,4,4,5,4,2,2,3,3,4,3,4,4,5,3,3,3,2,4,4,5,5,4,5,5,2,5,2,4,3,5,4,4,5,2,3,2,3,3,1,1,5,3,3,5,2
352,4,4,3,5,3,5,1,1,2,5,4,4,4,3,5,2,3,4,3,1,2,2,3,4,3,4,5,2,1,3,3,1,4,1,3,2,3,5,4,2,4,5,5,3,3,2,3,5,5,1,2,4,3,4,3,3,5,4,2,1,4,1,2,3,3,2,2,5,1,5,4,4,2,3,3,1,5,2,4,2,3,4,2,2,3,3,5,2,1,2,4,4,1,3,1,5,1,5,4,3
353,4,1,2,5,1,4,5,5,2,5,4,5,4,3,4,4,1,3,5,3,5,3,1,2,3,2,4,5,2,4,1,1,4,2,3,4,1,2,1,3,2,2,4,4,4,1,2,1,2,1,5,1,4,2,1,1,5,4,1,4,4,3,5,4,5,3,1,3,2,5,4,2,5,4,3,5,4,1,3,3,5,1,1,1,4,4,1,5,3,5,1,5,1,5,5,5,3,4,3,5
354,4,5,1,1,3,1,5,5,4,5,2,1,1,3,5,2,3,5,3,2,1,5,2,1,5,1,2,3,1,3,4,3,4,5,3,1,4,2,4,2,4,4,1,1,3,2,1,2,1,5,1,1,3,5,4,5,4,2,2,2,5,2,1,2,4,3,1,2,5,4,4,2,4,3,2,5,2,5,5,4,4,4,1,5,2,2,3,4,2,3,1,1,3,5,2,5,4,2,4,3
355,1,3,4,4,1,2,3,3,1,5,5,3,3,1,4,4,4,5,5,4,1,1,1,5,3,3,1,4,4,1,3,3,4,2,2,4,4,1,4,4,4,4,4,3,3,2,3,1,2,4,5,3,3,2,5,4,5,1,1,4,2,5,2,5,5,1,3,1,1,4,3,1,5,5,4,2,5,3,5,4,2,1,2,2,2,2,5,4,3,5,5,4,4,2,4,1,4,2,1,5
356,5,4,5,1,3,4,3,4,1,2,4,4,5,3,4,1,2,5,1,4,3,2,3,3,2,5,5,1,1,4,3,3,2,1,3,4,1,1,2,4,5,5,2,3,5,2,4,2,4,4,1,3,5,5,3,5,2,2,3,5,5,4,4,5,2,5,2,3,3,5,5,1,3,3,5,5,3,5,1,2,5,5,2,2,1,4,1,1,3,1,3,3,2,4,1,3,1,4,3,5
357,5,5,2,3,2,2,5,2,5,3,5,3,3,3,1,3,5,2,3,5,2,4,4,3,4,2,5,3,3,1,1,5,5,3,4,2,1,3,2,4,5,5,2,3,1,2,4,3,1,1,3,4,1,4,3,2,1,5,5,2,2,1,2,2,3,5,5,4,4,5,1,1,4,2,1,5,5,4,5,2,2,5,3,2,4,1,2,3,2,5,1,3,2,4,1,1,3,4,5,1
358,4,3,4,1,5,5,4,3,3,4,3,3,2,2,5,4,4,3,4,1,4,4,4,3,5,2,2,1,5,4,4,1,2,1,3,5,5,5,5,4,2,4,4,2,1,2,3,1,2,1,4,4,1,4,1,3,3,2,1,3,2,1,2,1,2,1,3,5,4,3,1,3,2,3,2,5,2,5,4,3,2,5,1,1,4,1,3,4,1,3,4,1,3,2,2,4,1,1,2,5
359,1,5,3,5,1,4,5,2,5,2,2,5,2,5,1,1,4,2,2,1,5,5,5,3,5,2,2,3,2,3,4,3,1,1,5,2,2,3,3,3,5,3,5,1,2,4,1,4,4,2,4,5,2,4,2,3,1,2,1,4,2,2,1,4,1,1,5,4,2,3,4,5,4,2,5,4,1,1,3,5,2,3,4,5,3,2,3,5,3,3,4,1,3,5,5,5,4,1,2,5
360,1,4,3,5,1,2,2,2,4,5,4,4,1,5,3,5,4,4,5,4,3,5,3,5,2,3,5,3,1,4,3,4,3,2,2,2,1,3,1,4,1,4,5,3,3,3,3,5,1,3,4,3,2,5,2,5,5,5,2,2,5,4,1,3,3,5,4,2,3,5,5,4,4,3,5,1,3,3,1,3,3,2,5,3,5,3,5,1,1,3,4,1,2,5,2,3,5,5,4,3
361,1,5,1,5,2,5,1,2,4,2,4,4,2,5,1,4,1,4,2,4,4,2,2,1,4,2,1,2,4,4,4,5,4,3,3,3,4,2,5,5,5,1,3,5,5,4,5,3,3,3,3,1,2,1,5,5,3,2,5,3,2,2,4,5,2,3,1,5,5,2,2,2,4,5,1,1,1,3,1,4,2,1,3,2,5,5,3,3,1,5,5,5,4,2,2,5,5,1,5,1
362,3,2,1,4,3,3,3,5,3,4,2,1,4,4,2,4,4,1,5,3,3,2,3,5,3,5,3,4,3,3,3,3,4,3,4,3,1,1,1,4,4,1,2,5,2,4,1,4,1,2,3,2,3,4,5,4,2,2,4,3,1,5,1,2,3,1,1,1,4,3,4,5,4,5,2,5,1,2,2,1,1,2,1,2,5,3,4,2,3,5,1,4,1,5,5,1,5,4,1,2
363,2,4,5,5,1,4,2,2,2,2,4,4,1,3,4,1,4,5,3,5,4,1,4,3,1,1,5,1,5,3,1,2,5,1,4,1,3,4,1,1,4,3,3,4,3,3,2,4,5,2,5,1,2,2,3,2,4,5,1,2,5,3,5,2,3,4,3,1,4,4,3,4,3,4,5,2,5,1,2,2,4,1,5,5,5,2,4,3,5,3,2,5,5,1,5,5,5,4,2,1
364,3,2,4,3,2,1,4,3,5,5,5,5,1,2,5,5,3,4,1,3,5,2,2,1,1,2,5,1,3,5,3,4,5,3,3,2,3,5,3,1,3,4,5,1,2,1,1,4,5,4,3,4,1,2,4,5,4,5,1,1,3,3,4,1,5,2,5,1,1,2,2,5,3,4,4,2,1,4,2,4,1,5,4,4,1,4,3,1,3,4,3,5,4,5,2,2,5,1,5,5
365,1,3,3,1,1,1,4,5,3,2,5,5,2,3,5,4,3,5,1,5,4,1,2,1,3,4,2,2,4,3,1,2,4,3,3,5,1,3,5,1,5,4,4,3,2,2,1,4,4,2,1,4,2,4,4,3,4,2,4,2,1,4,2,4,4,1,2,1,2,2,2,4,2,3,3,5,4,2,5,2,5,1,5,4,1,3,5,1,5,1,3,1,3,2,1,5,1,1,2,5
366,4,5,5,2,3,1,1,3,2,3,2,3,2,4,5,4,1,4,4,3,4,2,2,3,2,3,4,3,4,3,3,3,2,2,2,5,4,3,2,5,3,3,3,1,1,1,1,5,2,5,1,3,1,5,1,4,4,1,4,2,1,5,4,2,3,2,4,2,1,4,3,2,1,1,3,3,1,1,4,3,4,3,5,2,4,2,5,1,5,1,1,5,2,3,3,5,3,5,3,2
367,4,3,3,5,4,2,4,5,5,2,1,2,3,1,4,5,5,1,5,4,3,4,2,1,1,4,2,5,4,3,4,5,2,2,3,1,3,4,4,2,4,3,3,5,2,4,4,4,3,4,1,1,3,4,3,2,4,4,2,1,4,1,3,4,2,5,1,3,5,3,2,4,4,4,3,5,2,3,4,3,2,3,3,3,3,1,1,1,3,3,2,2,3,3,5,3,3,3,4,4
368,1,2,4,3,2,3,2,3,2,4,3,5,4,4,2,3,4,3,5,5,4,5,4,5,5,5,1,1,1,1,1,4,5,4,5,5,4,5,2,3,5,1,5,5,5,4,4,4,1,4,4,4,5,1,3,1,2,1,3,4,4,2,4,1,1,5,3,1,4,5,3,3,4,2,2,4,5,3,1,4,4,3,2,3,2,2,4,5,3,2,3,2,4,3,4,3,2,2,2,2
369,4,1,1,5,4,1,3,1,4,4,3,5,1,2,2,1,1,3,5,5,5,2,1,1,1,1,4,4,2,5,2,4,1,3,5,4,1,1,5,5,4,3,3,3,1,2,5,4,2,2,2,5,3,4,5,3,3,2,2,1,4,1,4,1,5,1,4,2,5,3,2,2,3,1,5,2,2,2,1,3,5,1,3,3,2,2,4,5,3,5,2,5,1,2,2,4,4,5,5,3
370,3,2,4,2,2,5,3,2,4,1,5,3,2,5,1,2,3,3,5,5,5,4,2,5,3,2,2,4,3,5,5,1,2,4,5,2,2,5,3,2,1,4,4,2,4,3,3,1,3,2,5,5,3,3,4,3,3,1,2,2,2,3,1,5,5,1,5,5,4,2,2,5,4,3,4,4,2,4,5,4,1,4,3,4,1,5,5,2,3,1,3,2,1,2,1,2,3,4,5,2
371,1,4,3,2,2,5,3,2,4,3,3,1,3,2,1,1,4,5,2,2,1,4,4,4,2,5,2,4,2,3,5,5,5,1,5,5,5,4,4,2,3,1,1,4,5,4,3,3,4,1,2,2,2,3,5,1,1,3,2,4,4,5,1,3,5,3,5,5,4,2,5,3,2,4,3,4,2,3,2,5,3,3,3,3,5,3,3,3,2,1,1,5,5,4,4,1,5,3,3,4
372,3,4,1,2,5,4,2,5,5,3,5,5,4,1,5,1,2,1,2,1,4,1,3,2,3,4,3,2,1,5,3,5,5,1,3,4,1,2,1,4,1,4,5,5,5,2,1,1,3,4,2,2,1,1,3,3,2,5,1,3,4,4,5,3,5,4,5,3,5,1,1,1,4,3,3,5,4,4,1,2,3,5,4,3,4,4,3,4,2,1,4,2,5,3,5,4,4,1,5,2
373,1,5,3,4,1,5,2,4,1,5,1,4,4,5,1,3,5,1,3,3,5,2,5,5,5,4,5,5,5,2,4,3,4,2,3,5,2,3,5,3,3,3,2,1,5,5,4,5,4,3,5,5,3,1,2,3,3,4,3,4,3,3,3,2,4,4,4,5,3,2,4,5,1,3,2,4,5,1,2,4,2,3,2,5,3,5,3,2,4,3,1,2,4,2,2,1,1,4,4,3
374,2,5,2,5,3,3,4,4,1,3,3,3,5,4,3,4,2,5,2,2,2,5,5,3,2,3,4,2,5,2,4,1,2,3,3,2,4,1,1,2,4,4,4,4,4,1,1,1,2,2,5,5,1,4,5,4,1,1,5,2,3,2,5,2,1,5,4,5,3,2,5,3,4,5,2,3,5,3,3,5,3,3,2,3,5,4,5,3,4,2,2,1,4,4,3,4,4,5,1,4
375,2,5,1,5,1,4,4,3,2,3,5,5,4,1,2,2,5,1,4,1,2,2,4,3,1,2,1,1,3,2,4,3,1,1,4,4,3,1,2,2,1,4,5,1,1,1,4,3,5,2,3,5,2,2,5,4,5,2,5,4,1,4,5,5,4,1,2,1,5,2,1,2,3,1,1,2,3,5,5,2,2,2,1,4,2,2,1,1,5,4,4,4,2,5,2,4,4,2,2,5
376,4,1,4,3,2,2,4,2,1,3,3,1,3,5,1,3,5,5,2,3,4,4,4,1,5,3,4,3,2,2,2,3,1,5,4,5,1,1,1,2,5,4,3,4,5,2,5,2,3,5,4,1,5,4,3,4,5,1,5,1,4,4,3,5,1,1,4,1,1,5,3,1,2,2,5,2,4,4,4,1,2,3,3,5,3,4,1,2,5,4,3,3,3,5,4,5,5,3,5,3
377,3,1,2,5,1,4,3,3,5,3,4,3,2,5,3,1,4,4,5,2,1,4,4,2,3,2,3,5,5,2,1,1,1,5,1,4,4,1,1,2,3,3,1,3,2,3,3,1,4,3,3,5,3,3,5,1,4,1,5,5,3,5,2,5,5,1,4,1,3,3,5,3,3,3,1,3,1,1,5,1,5,1,4,4,4,3,1,2,1,4,4,1,4,4,2,3,4,2,3,3
378,4,4,4,3,2,5,5,3,2,2,5,5,1,4,3,3,1,3,3,2,2,4,1,2,4,4,4,5,5,3,1,4,1,2,1,2,2,4,1,4,5,3,2,5,3,4,4,4,4,3,5,2,1,3,5,4,1,2,4,3,1,1,2,3,4,5,2,2,2,2,5,4,2,3,3,3,3,5,4,1,2,3,1,5,1,3,2,5,5,4,3,2,5,2,3,5,3,2,2,5
379,1,2,1,3,5,2,4,4,1,1,4,1,2,4,2,4,2,3,4,3,5,5,2,1,5,3,2,3,2,2,4,5,4,2,5,2,5,5,4,5,2,1,4,3,5,5,2,1,5,1,1,1,5,2,2,4,5,1,4,4,1,5,1,4,3,2,2,1,3,3,3,3,3,3,1,4,3,3,5,5,1,2,5,1,2,1,2,4,2,1,3,2,3,2,5,1,2,5,5,4
380,5,3,1,1,5,4,5,2,2,2,2,2,5,3,1,5,4,1,3,1,2,4,3,2,5,5,4,1,1,2,4,3,2,4,2,1,3,4,5,2,1,1,5,1,5,1,4,4,2,3,3,3,3,4,5,3,2,4,3,5,5,2,2,5,2,1,1,4,1,2,3,3,5,4,3,1,1,2,3,1,2,1,3,2,2,5,5,5,2,2,5,3,2,3,4,5,5,3,4,1
381,4,5,1,4,4,3,5,5,3,4,4,3,2,5,4,1,1,2,1,3,3,5,4,2,5,4,4,3,5,3,2,4,4,3,5,2,1,4,2,3,3,1,1,3,5,1,4,3,5,4,1,5,1,5,3,5,2,2,1,2,3,2,1,3,1,5,5,4,4,5,4,3,3,1,4,5,4,3,3,2,4,5,4,4,1,4,3,5,3,5,5,5,1,5,1,3,3,1,4,3
382,5,5,4,1,2,1,4,2,5,5,5,1,3,3,1,2,3,3,2,5,2,2,2,4,3,1,1,4,3,2,1,3,1,1,1,2,4,2,4,3,3,5,3,4,2,5,3,5,5,5,1,5,2,3,5,4,2,4,4,2,2,5,1,4,4,5,4,2,5,5,4,4,3,4,2,4,3,2,4,2,2,2,2,1,4,1,5,3,3,3,1,5,2,3,1,5,3,3,4,4
383,2,3,1,3,1,5,3,4,3,2,1,1,2,3,2,2,5,3,4,1,3,4,1,1,3,1,4,4,5,3,2,4,4,3,1,2,2,4,1,3,2,2,5,3,3,5,1,2,1,1,1,3,5,3,1,2,2,1,3,3,1,5,1,3,3,5,4,4,1,4,3,5,3,5,2,1,1,3,5,4,1,2,3,4,4,1,1,1,4,5,1,2,4,2,3,2,2,2,3,4
384,4,2,1,4,5,3,1,4,5,5,4,3,5,3,4,4,2,2,5,4,4,1,4,5,1,3,5,2,2,5,2,1,2,2,2,2,5,2,2,1,5,5,4,3,5,2,5,5,3,2,3,2,1,1,1,5,4,3,2,3,2,2,4,4,5,5,1,4,4,5,3,3,1,2,3,5,5,1,5,2,1,1,4,2,1,3,5,4,4,5,1,4,3,4,5,3,3,2,3,4
385,1,1,1,1,4,5,3,3,5,1,1,1,2,2,1,3,1,4,2,4,4,2,5,2,5,1,4,3,5,5,5,3,4,3,4,4,1,2,1,3,2,4,2,1,2,3,3,5,1,3,1,1,5,4,2,1,1,2,5,4,5,5,1,1,2,4,4,5,3,2,1,2,2,3,4,1,5,4,3,1,3,3,3,1,1,2,1,2,3,5,3,1,2,5,1,2,3,4,3,2
386,4,1,3,1,4,5,5,3,3,5,5,5,2,5,2,5,3,3,3,1,2,5,2,3,3,4,4,5,2,5,1,2,5,5,5,2,1,2,3,3,4,5,1,5,1,1,1,2,4,2,5,1,4,1,5,1,3,3,1,2,5,1,3,1,5,1,2,5,1,1,1,2,4,3,3,5,4,5,1,5,5,4,5,4,1,3,4,1,4,4,5,4,2,1,1,3,2,2,2,5
387,2,2,2,2,5,3,2,5,4,4,5,1,1,5,1,4,4,2,4,4,4,3,3,5,2,3,2,1,5,2,3,1,1,4,5,3,5,1,3,2,5,2,1,3,5,2,1,3,3,5,3,4,4,3,3,1,4,4,4,1,4,5,2,5,1,2,5,3,1,4,4,2,3,2,1,5,2,2,5,5,3,5,5,5,2,3,5,2,3,4,4,5,1,4,3,2,2,5,2,2
388,1,5,5,5,1,4,2,3,1,1,4,1,5,2,3,1,1,2,3,1,1,2,5,1,4,1,5,5,1,4,3,3,3,2,5,5,3,5,2,3,5,5,5,2,3,5,2,4,1,3,1,5,5,5,5,4,2,2,2,2,4,2,4,1,4,2,2,1,2,5,2,2,1,3,1,2,4,5,1,4,4,2,5,4,1,4,5,1,3,5,2,4,3,4,4,1,5,1,2,2
389,1,2,1,5,1,1,4,2,5,2,5,1,5,3,3,4,3,2,3,2,3,1,2,1,2,3,4,2,1,2,4,3,5,4,3,3,2,1,1,1,3,1,3,4,5,3,5,3,3,4,1,3,5,2,3,1,5,1,4,2,5,1,1,5,1,4,4,3,3,1,4,4,5,5,4,2,1,2,1,4,1,5,1,3,3,5,1,3,5,1,4,5,1,2,1,4,3,5,2,3
390,2,2,5,4,4,3,1,2,3,3,3,5,2,4,4,3,5,1,3,5,2,2,1,1,5,5,5,3,1,3,4,3,2,2,3,5,1,1,3,2,4,1,3,3,2,2,1,2,4,3,2,1,4,4,1,1,2,5,4,4,1,5,4,5,4,1,5,5,2,5,4,5,2,2,1,5,3,3,4,4,1,3,1,2,5,3,1,4,2,4,3,4,3,5,4,2,1,5,1,4
391,4,2,3,1,5,2,2,3,5,5,1,5,3,1,2,4,2,2,3,2,4,1,4,5,4,1,1,5,3,4,2,4,2,2,2,4,1,1,3,1,2,3,1,4,5,3,3,3,5,4,4,5,3,5,2,3,3,4,3,4,4,2,1,1,1,3,4,1,1,5,4,4,3,1,2,1,1,5,4,3,2,2,5,3,4,3,3,5,4,1,1,2,3,3,1,5,2,2,2,5
392,4,3,5,1,2,2,1,5,4,2,4,4,5,3,4,4,3,4,2,1,5,5,1,1,3,1,5,3,2,2,4,3,2,4,1,1,2,1,1,1,1,2,1,1,5,4,3,4,1,2,3,5,5,2,1,2,4,5,3,3,4,3,1,1,4,5,5,4,5,3,1,4,1,3,1,3,1,1,5,1,1,1,2,4,3,2,3,3,3,4,3,4,2,3,4,4,5,1,1,3
393,5,3,3,1,5,4,2,4,2,2,2,5,4,1,3,4,2,2,1,3,5,5,3,1,4,2,5,4,4,2,2,5,1,5,4,1,3,2,2,5,5,4,4,4,2,5,2,5,5,2,2,4,1,4,5,1,3,2,2,2,4,5,3,5,4,5,3,2,1,4,2,2,2,1,5,4,1,1,4,3,2,4,3,3,1,5,1,4,3,3,5,4,5,1,3,3,2,3,4,1
394,1,4,5,5,5,3,5,3,3,4,1,5,1,3,2,5,1,2,3,3,3,2,2,4,1,1,5,4,3,5,4,2,2,5,3,3,4,5,3,5,1,5,4,2,4,5,3,2,5,3,1,2,3,1,5,2,5,3,5,2,3,1,4,1,1,3,1,4,1,1,2,2,1,3,2,1,1,3,4,5,2,5,2,1,4,5,3,2,2,4,3,1,5,5,4,3,1,5,4,5
